"subject","activity","tBodyAcc_mean_X","tBodyAcc_mean_Y","tBodyAcc_mean_Z","tBodyAcc_std_X","tBodyAcc_std_Y","tBodyAcc_std_Z","tGravityAcc_mean_X","tGravityAcc_mean_Y","tGravityAcc_mean_Z","tGravityAcc_std_X","tGravityAcc_std_Y","tGravityAcc_std_Z","tBodyAccJerk_mean_X","tBodyAccJerk_mean_Y","tBodyAccJerk_mean_Z","tBodyAccJerk_std_X","tBodyAccJerk_std_Y","tBodyAccJerk_std_Z","tBodyGyro_mean_X","tBodyGyro_mean_Y","tBodyGyro_mean_Z","tBodyGyro_std_X","tBodyGyro_std_Y","tBodyGyro_std_Z","tBodyGyroJerk_mean_X","tBodyGyroJerk_mean_Y","tBodyGyroJerk_mean_Z","tBodyGyroJerk_std_X","tBodyGyroJerk_std_Y","tBodyGyroJerk_std_Z","tBodyAccMag_mean","tBodyAccMag_std","tGravityAccMag_mean","tGravityAccMag_std","tBodyAccJerkMag_mean","tBodyAccJerkMag_std","tBodyGyroMag_mean","tBodyGyroMag_std","tBodyGyroJerkMag_mean","tBodyGyroJerkMag_std","fBodyAcc_mean_X","fBodyAcc_mean_Y","fBodyAcc_mean_Z","fBodyAcc_std_X","fBodyAcc_std_Y","fBodyAcc_std_Z","fBodyAccJerk_mean_X","fBodyAccJerk_mean_Y","fBodyAccJerk_mean_Z","fBodyAccJerk_std_X","fBodyAccJerk_std_Y","fBodyAccJerk_std_Z","fBodyGyro_mean_X","fBodyGyro_mean_Y","fBodyGyro_mean_Z","fBodyGyro_std_X","fBodyGyro_std_Y","fBodyGyro_std_Z"
"2","WALKING_DOWNSTAIRS",0.27761534806383,-0.0226614158361702,-0.116812942382979,0.0463666814446808,0.262881788951064,-0.10283790806383,0.861831345531915,-0.325780100638298,-0.0438890162723404,-0.940361759574468,-0.940068525531915,-0.931438313191489,0.110040615569574,-0.00327959081489362,-0.0209351677765957,0.147249143238298,0.126828014557447,-0.340122023191489,-0.11594735287234,-0.00482329231914894,0.097173808906383,-0.320789230008511,-0.415739144893617,-0.279418388042553,-0.0581038498510638,-0.0421470257531915,-0.0710229816893617,-0.243940592553192,-0.469396701106383,-0.218266318606383,0.0899511204978723,0.215586334889362,0.0899511204978723,0.215586334889362,0.00565516335106383,0.22961718512766,-0.162188586930426,-0.274844110531915,-0.410872671489362,-0.343187875404255,0.112841160325532,0.278345041765957,-0.131290772,0.0161046198595745,0.171973972957447,-0.162032894287234,0.138120681087234,0.0962091607617021,-0.271498721106383,0.0499590624829787,0.0808333491276596,-0.408227423191489,-0.145775970406383,-0.361913824,-0.0874944736085106,-0.379436674361702,-0.458732747446809,-0.422987665106383
"2","WALKING_UPSTAIRS",0.247164790395833,-0.0214121132045833,-0.152513899520833,-0.304376406458333,0.108027279889583,-0.112121021220833,0.790717418541667,-0.416214890416667,-0.195888238891667,-0.934407739791667,-0.92376745375,-0.878004056875,0.0744507839572917,-0.00970985514333333,0.01948143925,-0.276121886479167,-0.185648954220833,-0.5737463525,-0.0576912634583333,-0.0320883097395833,0.0688374021666667,-0.439253058958333,-0.466298336666667,-0.163995791679167,-0.0828858001333333,-0.0424053708458333,-0.0445157481625,-0.464854363125,-0.645491337708333,-0.467595961041667,-0.107322679520833,-0.205977045295833,-0.107322679520833,-0.205977045295833,-0.321268911041667,-0.21738939458125,-0.219713472958333,-0.377532167604167,-0.572816438541667,-0.597291719166667,-0.266720933270833,0.00992445881854167,-0.281001986202083,-0.320582414375,0.0848802791083333,-0.09454497643125,-0.258639439729167,-0.1878421317125,-0.522728063333333,-0.365415441458333,-0.243554146666667,-0.625090981458333,-0.331643577458333,-0.488086123958333,-0.248601122,-0.476358845625,-0.459758488958333,-0.218072471479167
"3","LAYING",0.276841778666667,-0.0170359177666667,-0.107711896066667,-0.984591663666667,-0.964872096666667,-0.973296606,-0.297531448666667,0.814062044666667,0.537759686,-0.983526643666667,-0.982556788333333,-0.978784993333333,0.0773561112666667,0.0159904108366667,-0.00667269820701667,-0.983604310666667,-0.971366463333333,-0.983157644333333,-0.0209310420416667,-0.0765992907333333,0.141195603833333,-0.978297585666667,-0.984848038,-0.963136494666667,-0.103061641366667,-0.0380890772,-0.0693343895,-0.981541922,-0.990542441,-0.982620372666667,-0.978842791333333,-0.971989482666667,-0.978842791333333,-0.971989482666667,-0.981125618666667,-0.979904447666667,-0.956885519,-0.959933075,-0.988646818333333,-0.985874624,-0.983197414333333,-0.964633273666667,-0.97526577,-0.985171311666667,-0.966417996666667,-0.973639266,-0.983314745,-0.971200607,-0.980396777,-0.985486405333333,-0.973775413666667,-0.984539813666667,-0.974155762666667,-0.984596143333333,-0.961508951,-0.979620914666667,-0.985220116666667,-0.967035010333333
"3","SITTING",0.240449078653846,0.0106699529961538,-0.0885469850769231,-0.968739506923077,-0.852918125384615,-0.920894929615385,0.894366345384615,0.115098118911923,0.197653091846154,-0.941623687307692,-0.878391539615385,-0.903236752692308,0.0725834685153846,0.00352676305,-0.00399158062692308,-0.978481720384615,-0.962213425,-0.981417269230769,-0.0372241186923077,-0.0676522108461538,0.0870748589153846,-0.983082368846154,-0.966116236153846,-0.938134195,-0.0963015746538462,-0.0385744866923077,-0.0538172841065385,-0.983858875769231,-0.984256593461538,-0.980908340384615,-0.897626245384615,-0.869698695,-0.897626245384615,-0.869698695,-0.974911918846154,-0.974924235384615,-0.932820548846154,-0.950803550769231,-0.984945746153846,-0.983975483461539,-0.970032011153846,-0.895837621923077,-0.945288028461538,-0.968536655,-0.843305489230769,-0.914613499615385,-0.978863921923077,-0.963315921923077,-0.978177055769231,-0.980040985384615,-0.963774669615385,-0.983358903461538,-0.979438700769231,-0.97089391,-0.944119960384615,-0.984248042307692,-0.96378582,-0.941993198846154
"3","STANDING",0.280299169032258,-0.0140010382903226,-0.0924339262903226,-0.96562494483871,-0.88385206516129,-0.917789593870968,0.932738475806452,-0.301175114516129,0.095034913,-0.981159202258065,-0.952174554516129,-0.929774233225806,0.076456120483871,0.0112581854548387,-0.00711450158387097,-0.956061931935484,-0.937270548387097,-0.972354192580645,-0.0192058764193548,-0.054565031883871,0.0589098602580645,-0.911772617419355,-0.925472943548387,-0.903551344193548,-0.104746079967742,-0.0476181240967742,-0.0348044037258065,-0.93912884483871,-0.965307176129032,-0.949852803870968,-0.923692498064516,-0.911097074516129,-0.923692498064516,-0.911097074516129,-0.955848313548387,-0.950422004516129,-0.893579115806452,-0.880534835483871,-0.957803064193548,-0.955959434516129,-0.958475881612903,-0.899586886451613,-0.940161628387097,-0.969089963548387,-0.882950146129032,-0.912674266774193,-0.955960674516129,-0.939531161935484,-0.968609310322581,-0.960387425806452,-0.93928323516129,-0.974710869677419,-0.904480333225806,-0.932499994516129,-0.903122938064516,-0.914847280645161,-0.922292742580645,-0.913425050322581
"3","WALKING",0.272823789032258,-0.0173504187709677,-0.11095570816129,-0.38795518,-0.0943903189870968,-0.4012112,0.940195904516129,-0.264334137096774,-0.117832375258065,-0.980389835483871,-0.961937702258065,-0.947664377741935,0.0808743247741936,0.0187820334193548,0.000172256774193548,-0.310804302741935,-0.0991325258709677,-0.540383625483871,-0.041263803116129,-0.0699090881612903,0.090078367916129,-0.564006329032258,-0.618632341935484,-0.491611623225806,-0.0852688006129032,-0.0429402066258064,-0.0544562394903226,-0.398028716451613,-0.712292449677419,-0.559653195483871,-0.279152431612903,-0.356541831612903,-0.279152431612903,-0.356541831612903,-0.31709391483871,-0.184070423041935,-0.488441833870968,-0.592618372580645,-0.608689473548387,-0.619122030645161,-0.356231319290323,-0.129848201032258,-0.432684343870968,-0.402052425483871,-0.134509899583871,-0.431983570645161,-0.336125426387097,-0.199789236290323,-0.533622860322581,-0.346485717741935,-0.0509703619935484,-0.546300941612903,-0.430565377741935,-0.622989792580645,-0.449131855806452,-0.607198918064516,-0.619290027741936,-0.553440552258065
"3","WALKING_DOWNSTAIRS",0.290821465652174,-0.0201455432569565,-0.114501983282609,0.0114112402608696,0.0714865731304348,-0.363324618652174,0.936474075217391,-0.245882003043478,-0.0949555166086957,-0.949829746521739,-0.936632406956522,-0.883450107391304,0.0634541930869565,0.025842215826087,-0.00772928190826087,-0.0116749450869565,-0.0100462315217391,-0.583088715652174,-0.156792382265217,0.00551760146086956,0.133370688826087,-0.214897974986957,-0.552933776521739,-0.424253379565217,-0.10277308026087,-0.0459945923478261,-0.0500790845956522,-0.239401301956522,-0.699340860869565,-0.35338209273913,0.0192655248695652,-0.0155547386086957,0.0192655248695652,-0.0155547386086957,-0.137810828086957,-0.0312957386521739,-0.175024014565217,-0.209946933782609,-0.497855787826087,-0.575956500869565,0.0225434364782609,0.0958239988608696,-0.404998883478261,0.00565362624782609,-0.0107020103913043,-0.391125396043478,-0.0224025710826087,-0.0341929236521739,-0.534270342173913,-0.091355441173913,-0.0535011998391304,-0.631556956086957,-0.0854799403043478,-0.556400856956522,-0.280230374686956,-0.261533440913043,-0.554612071304348,-0.533689490869565
"3","WALKING_UPSTAIRS",0.262566804916667,-0.03335784689,-0.10377087525,-0.406720920833333,-0.0804589578333333,-0.4114021775,0.89142598,-0.381016410833333,-0.143803748333333,-0.940286985833333,-0.911812863333333,-0.884894309166667,0.05273243075,0.0275221145,0.0411601656666667,-0.542185181666667,-0.33146936675,-0.74989815,0.161295436,-0.200139877916667,-0.0268903618333333,-0.532518795833333,-0.626112920833333,-0.569635998333333,-0.113362893166667,-0.0343709604333333,-0.0633511232916667,-0.552265035833333,-0.83429935,-0.658553981666667,-0.278328044166667,-0.3907845275,-0.278328044166667,-0.3907845275,-0.52095744,-0.488227158333333,-0.401924235833333,-0.457081509166667,-0.717742926666667,-0.759254721666667,-0.450500549166667,-0.122945458333333,-0.542694318333333,-0.390931225833333,-0.117655289516667,-0.391400195833333,-0.542601370833333,-0.361761478083333,-0.724992750833333,-0.58490928,-0.343890009916667,-0.773341483333333,-0.421398020833333,-0.707434161666667,-0.517239124166667,-0.569565978333333,-0.5867739825,-0.627789899166667
"4","LAYING",0.274744539533333,-0.01547164949,-0.114882176166667,-0.96030427,-0.951215749666667,-0.959092108333333,-0.435379751333333,0.877630079666667,0.459197480333333,-0.940956242666667,-0.97829218,-0.978345133333333,0.0862464132,0.0127327385,-0.002328469596,-0.976828999666667,-0.947596652,-0.976860788333333,-0.01159496128,-0.102526302166667,0.150932124733333,-0.972826203333333,-0.961284973333333,-0.966700549,-0.1059108127,-0.0348995834666667,-0.0674352525666667,-0.973692652666667,-0.987061902,-0.984072298666667,-0.958452439333333,-0.948144681333333,-0.958452439333333,-0.948144681333333,-0.969441002333333,-0.965548880333333,-0.937767887666667,-0.948544952333333,-0.984466745666667,-0.982829719666667,-0.965483849666667,-0.948394807,-0.966357740666667,-0.958301583333333,-0.955127215,-0.957498084333333,-0.977109699,-0.950430238333333,-0.973438993,-0.978692245666667,-0.948081401666667,-0.978941863,-0.966830125,-0.972852138333333,-0.966147373333333,-0.974963725333333,-0.956260265666667,-0.969911739666667
"4","SITTING",0.2679996472,-0.00512432423333333,-0.110432756366667,-0.983422586333333,-0.908347361466667,-0.961360816666667,0.873229473333333,0.21392666218149,0.145462425633333,-0.977574153666667,-0.931651838433333,-0.968602453333333,0.0800806639,-0.0129986534856667,-0.003321751589,-0.982728015,-0.961871173333333,-0.985399612333333,-0.0428904514333333,-0.0848626748,0.1286748336,-0.981053263333333,-0.973136083666667,-0.950233692666667,-0.0929576706333333,-0.0402952697666667,-0.0494569026533333,-0.980114790333333,-0.988639041,-0.982323714,-0.952960487666667,-0.930362367666667,-0.952960487666667,-0.930362367666667,-0.979289613333333,-0.975345238333333,-0.93840445,-0.951530526666667,-0.987301324333333,-0.984794644,-0.983068898333333,-0.923964752333333,-0.971431642333333,-0.983817560666667,-0.906423263,-0.958225457666667,-0.983096127,-0.962275798,-0.982612831333333,-0.983880860333333,-0.964177487,-0.986885947333333,-0.974902593,-0.978329285333333,-0.95281803,-0.983111061333333,-0.970541219666667,-0.954033205
"4","STANDING",0.280499745892857,-0.00948911098553571,-0.0961574905535714,-0.97692058,-0.86159737875,-0.896880538392857,0.95619779125,-0.0759009061071429,0.166893825946429,-0.972908355892857,-0.917613464821429,-0.899404775267857,0.0721328379857143,-0.00653015693773214,-0.0211889890567857,-0.972586541964286,-0.938354677857143,-0.973054201071429,-0.0306449342357143,-0.061824850625,0.0755636430892857,-0.909687974464286,-0.949227146964286,-0.909995038571429,-0.103057894142857,-0.0461257201357143,-0.0490753497867857,-0.949633878571429,-0.976065174642857,-0.957982019464286,-0.906478051785714,-0.890976683392857,-0.906478051785714,-0.890976683392857,-0.963370738392857,-0.958159482142857,-0.900982100535714,-0.885144317678571,-0.967614073928571,-0.964282784285714,-0.973497549642857,-0.889549205,-0.93164342125,-0.978737637678571,-0.857380281803571,-0.887554317678571,-0.972310894285714,-0.937624242142857,-0.968648411607143,-0.975706723571429,-0.944075308928571,-0.976229505535714,-0.905464161964286,-0.955992945178571,-0.915280955357143,-0.912464793928571,-0.945825840178571,-0.91665163125
"4","WALKING",0.278606078709677,-0.0141112399419355,-0.108814226129032,-0.468938046129032,-0.136201536451613,-0.551948481290323,0.960745443225806,-0.11159692483871,0.145113223225806,-0.986899532903226,-0.970148540645161,-0.964619658387097,0.0690109146806452,-0.00516190535483871,-0.0107868026935484,-0.320735258387097,-0.262053112903226,-0.710408873225806,-0.0225921566032258,-0.0739976297612903,0.0812480774193548,-0.545879812580645,-0.668116522580645,-0.632210180322581,-0.0979475691064516,-0.0473243274516129,-0.0631642054967742,-0.521170197741936,-0.79495768483871,-0.620913136451613,-0.343005471612903,-0.540900576774194,-0.343005471612903,-0.540900576774194,-0.385113950322581,-0.333493912580645,-0.519949935483871,-0.603478013548387,-0.681956518387097,-0.733907943225806,-0.439191270967742,-0.187416825706452,-0.602998535806452,-0.482059044193548,-0.164757993245161,-0.559091669677419,-0.384801086774194,-0.315245499032258,-0.691468917096774,-0.317152051612903,-0.254424693258064,-0.727293741290323,-0.425959172580645,-0.686110996451613,-0.564980102903226,-0.58490775483871,-0.660369142258065,-0.691128808064516
"4","WALKING_DOWNSTAIRS",0.277016253478261,-0.00793712340434783,-0.098024619,-0.103908807708696,-0.316827705217391,-0.508631809130435,0.949035715217391,-0.0914998007826087,0.161619555652174,-0.956994175652174,-0.939080783043478,-0.932336119130435,0.112990609652174,0.00347454542608696,-0.00702914347391304,-0.227707881869565,-0.282085426956522,-0.637085403043478,-0.093562846173913,-0.0633841882695652,0.0674790174608696,-0.420129467043478,-0.706079310434783,-0.52288755,-0.114704481956522,-0.0372095985869565,-0.0558353534347826,-0.471558456956522,-0.815800785652174,-0.386823999130435,-0.150640757743478,-0.19910358573913,-0.150640757743478,-0.19910358573913,-0.31848093,-0.285928391304348,-0.391596335217391,-0.405799702304348,-0.628718684782609,-0.67416964,-0.162803824347826,-0.252351688521739,-0.52376188826087,-0.0848179280434783,-0.398353822608696,-0.539863194347826,-0.240578212804348,-0.302926762173913,-0.603493904347826,-0.285120138521739,-0.309922923043478,-0.669294389130435,-0.316901650695652,-0.72185133,-0.36352038826087,-0.455677266043478,-0.69945640826087,-0.633622569565217
